lead_id,company,industry,source,budget,engagement_score,status,created_date,salesperson
LEAD-01571,CoreTech Digital,Financial Services & FinTech,Referral,120000.0,98.9,Qualified,2026-03-02,Michael Chang
LEAD-01572,Horizon Logistics,Healthcare & Life Sciences,LinkedIn Campaign,8000.0,64.6,Won,2025-09-12,Priya Patel
LEAD-01573,Apex Dynamics,Retail & E-Commerce,Inbound Demo Request,15000.0,72.7,Won,2026-05-27,Priya Patel
LEAD-01574,CoreTech Innovations,Healthcare & Life Sciences,Partner Channel,5000.0,42.0,New,2026-06-17,Michael Chang
LEAD-01575,Cognitive Partners,Healthcare & Life Sciences,Webinar,20000.0,70.4,Won,2025-09-10,Michael Chang
LEAD-01576,Prism Global,Manufacturing & Industrial,Inbound Demo Request,120000.0,62.8,Proposal Sent,2025-09-11,Alex Rivera
LEAD-01577,Synapse Solutions,Financial Services & FinTech,Referral,15000.0,93.2,Negotiation,2025-09-30,David Kim
LEAD-01578,Starlight Enterprises,Media & Entertainment,Referral,60000.0,99.0,Won,2025-10-30,Sarah Jenkins
LEAD-01579,Vertex Analytics,Healthcare & Life Sciences,Inbound Demo Request,15000.0,77.4,Proposal Sent,2026-02-17,Alex Rivera
LEAD-01580,Cognitive Global,Manufacturing & Industrial,Cold Outreach,5000.0,51.6,Lost,2026-04-05,Priya Patel
LEAD-01581,Vertex Digital,SaaS & Cloud Software,Inbound Demo Request,15000.0,99.0,Proposal Sent,2026-08-16,Priya Patel
LEAD-01582,Quantum Digital,SaaS & Cloud Software,LinkedIn Campaign,8000.0,51.9,Qualified,2026-04-16,Priya Patel
LEAD-01583,Pinnacle Dynamics,Manufacturing & Industrial,LinkedIn Campaign,8000.0,66.2,Proposal Sent,2026-02-18,David Kim
LEAD-01584,Catalyst Innovations,Telecommunications,LinkedIn Campaign,8000.0,53.5,Qualified,2025-11-13,Sarah Jenkins
LEAD-01585,Synapse Systems,SaaS & Cloud Software,Referral,120000.0,76.5,Won,2026-05-31,Emily Watson
LEAD-01586,Meridian Enterprises,Manufacturing & Industrial,Referral,15000.0,80.7,Negotiation,2025-09-30,Alex Rivera
LEAD-01587,Quantum Labs,Healthcare & Life Sciences,Referral,120000.0,66.0,Negotiation,2026-03-06,Emily Watson
LEAD-01588,Beacon Systems,Healthcare & Life Sciences,Inbound Demo Request,60000.0,65.7,Won,2026-03-17,Emily Watson
LEAD-01589,Acro Systems,Professional Services & Consulting,Partner Channel,12000.0,30.5,Lost,2026-01-04,David Kim
LEAD-01590,Prism Capital,Manufacturing & Industrial,Webinar,45000.0,59.1,Proposal Sent,2026-05-07,David Kim
LEAD-01591,Zenith Global,Retail & E-Commerce,Inbound Demo Request,60000.0,85.3,Proposal Sent,2025-10-13,Emily Watson
LEAD-01592,Omni Solutions,Healthcare & Life Sciences,LinkedIn Campaign,20000.0,64.5,Qualified,2026-05-17,Emily Watson
LEAD-01593,Vanguard Technologies,Professional Services & Consulting,Partner Channel,12000.0,58.5,Contacted,2026-06-03,Emily Watson
LEAD-01594,Solstice Logistics,Manufacturing & Industrial,Cold Outreach,5000.0,26.0,Lost,2025-10-03,Alex Rivera
LEAD-01595,Solstice Dynamics,Manufacturing & Industrial,Webinar,45000.0,87.9,Qualified,2026-07-12,Sarah Jenkins
LEAD-01596,Meridian Analytics,Media & Entertainment,Cold Outreach,25000.0,29.7,New,2026-01-07,Alex Rivera
LEAD-01597,Pinnacle Digital,Retail & E-Commerce,Cold Outreach,5000.0,50.3,Lost,2026-06-13,David Kim
LEAD-01598,Velocity Partners,Manufacturing & Industrial,Webinar,20000.0,58.6,Proposal Sent,2026-03-13,Michael Chang
LEAD-01599,Zenith Labs,Retail & E-Commerce,LinkedIn Campaign,45000.0,59.0,Qualified,2026-08-14,David Kim
LEAD-01600,Vertex Analytics,Professional Services & Consulting,Cold Outreach,12000.0,53.6,New,2026-03-08,Priya Patel
LEAD-01601,Aegis Analytics,Professional Services & Consulting,Partner Channel,12000.0,26.9,New,2025-10-19,Emily Watson
LEAD-01602,Velocity Capital,SaaS & Cloud Software,LinkedIn Campaign,8000.0,28.0,Contacted,2026-05-28,Emily Watson
LEAD-01603,Solstice Logistics,Telecommunications,LinkedIn Campaign,8000.0,50.3,Proposal Sent,2026-08-29,Sarah Jenkins
LEAD-01604,Elevate Partners,Telecommunications,Inbound Demo Request,60000.0,64.3,Won,2026-03-13,David Kim
LEAD-01605,CoreTech Innovations,SaaS & Cloud Software,LinkedIn Campaign,8000.0,69.0,Qualified,2025-09-14,Michael Chang
LEAD-01606,Beacon Global,Manufacturing & Industrial,Partner Channel,5000.0,51.2,Contacted,2026-08-02,Emily Watson
LEAD-01607,CoreTech Dynamics,Manufacturing & Industrial,Webinar,45000.0,58.0,Contacted,2026-05-10,David Kim
LEAD-01608,Horizon Enterprises,Financial Services & FinTech,Cold Outreach,12000.0,29.1,Contacted,2026-02-11,Sarah Jenkins
LEAD-01609,Aura Solutions,Media & Entertainment,Partner Channel,12000.0,34.6,Contacted,2026-03-18,Michael Chang
LEAD-01610,Horizon Partners,SaaS & Cloud Software,Inbound Demo Request,35000.0,65.4,Negotiation,2025-12-20,Michael Chang
LEAD-01611,Elevate Innovations,Telecommunications,Inbound Demo Request,35000.0,82.8,Proposal Sent,2026-07-23,Emily Watson
LEAD-01612,Nexus Systems,Professional Services & Consulting,LinkedIn Campaign,20000.0,70.8,Proposal Sent,2026-06-22,Priya Patel
LEAD-01613,Synapse Systems,SaaS & Cloud Software,Webinar,45000.0,56.9,Won,2026-06-30,Michael Chang
LEAD-01614,Starlight Innovations,Professional Services & Consulting,LinkedIn Campaign,20000.0,59.5,Qualified,2025-10-12,David Kim
LEAD-01615,Vertex Analytics,Retail & E-Commerce,LinkedIn Campaign,8000.0,74.5,Qualified,2025-12-03,Alex Rivera
LEAD-01616,Hyperion Logistics,Professional Services & Consulting,Referral,35000.0,43.4,Won,2025-11-29,Michael Chang
LEAD-01617,Aura Global,Media & Entertainment,Organic Search,5000.0,36.1,Contacted,2026-03-08,Emily Watson
LEAD-01618,Nexus Logistics,Healthcare & Life Sciences,Webinar,8000.0,76.1,Proposal Sent,2025-10-16,Emily Watson
LEAD-01619,Catalyst Global,Financial Services & FinTech,Partner Channel,12000.0,37.7,New,2026-03-14,Sarah Jenkins
LEAD-01620,Omni Dynamics,Retail & E-Commerce,Organic Search,12000.0,61.7,Lost,2026-02-13,Priya Patel
LEAD-01621,Velocity Partners,Telecommunications,Webinar,20000.0,59.7,Qualified,2026-04-05,Priya Patel
LEAD-01622,Starlight Enterprises,Financial Services & FinTech,LinkedIn Campaign,8000.0,48.5,Won,2025-10-08,Priya Patel
LEAD-01623,Velocity Analytics,Retail & E-Commerce,Partner Channel,12000.0,80.0,Lost,2026-07-01,Emily Watson
LEAD-01624,Omni Capital,Professional Services & Consulting,Cold Outreach,25000.0,39.9,Lost,2026-02-18,David Kim
LEAD-01625,Vanguard Health,Telecommunications,Referral,15000.0,84.7,Lost,2026-07-23,Michael Chang
LEAD-01626,Solstice Systems,Financial Services & FinTech,Partner Channel,5000.0,45.8,Lost,2026-03-04,Alex Rivera
LEAD-01627,Starlight Partners,Financial Services & FinTech,Cold Outreach,5000.0,65.0,New,2026-03-19,Sarah Jenkins
LEAD-01628,Horizon Partners,Financial Services & FinTech,Organic Search,5000.0,33.3,Contacted,2026-03-09,David Kim
LEAD-01629,Catalyst Technologies,Telecommunications,Referral,60000.0,97.9,Won,2026-04-08,David Kim
LEAD-01630,Acro Health,Telecommunications,Webinar,8000.0,72.8,Contacted,2026-03-08,Michael Chang
LEAD-01631,Aura Partners,Retail & E-Commerce,Referral,35000.0,76.1,Negotiation,2025-10-28,Emily Watson
LEAD-01632,Zenith Technologies,Healthcare & Life Sciences,Organic Search,5000.0,28.3,New,2026-03-29,Emily Watson
LEAD-01633,Aura Health,Healthcare & Life Sciences,Inbound Demo Request,35000.0,80.3,Won,2026-01-04,Alex Rivera
LEAD-01634,Synapse Health,Media & Entertainment,Partner Channel,12000.0,55.3,Contacted,2025-09-25,Alex Rivera
LEAD-01635,Starlight Technologies,Financial Services & FinTech,LinkedIn Campaign,8000.0,46.8,Proposal Sent,2026-02-07,David Kim
LEAD-01636,Synapse Logistics,Healthcare & Life Sciences,Inbound Demo Request,15000.0,76.1,Qualified,2026-06-23,David Kim
LEAD-01637,Stratosphere Digital,SaaS & Cloud Software,Inbound Demo Request,60000.0,78.8,Won,2025-12-12,David Kim
LEAD-01638,Catalyst Labs,Professional Services & Consulting,Cold Outreach,5000.0,29.6,Lost,2026-06-29,Alex Rivera
LEAD-01639,Synapse Analytics,Media & Entertainment,Inbound Demo Request,60000.0,79.5,Qualified,2026-07-27,Emily Watson
LEAD-01640,Meridian Technologies,Professional Services & Consulting,Organic Search,5000.0,16.3,Contacted,2025-10-06,Priya Patel
LEAD-01641,Nexus Partners,Manufacturing & Industrial,LinkedIn Campaign,20000.0,67.9,Lost,2026-08-18,Sarah Jenkins
LEAD-01642,Horizon Solutions,Telecommunications,Webinar,20000.0,53.7,Qualified,2025-12-13,Michael Chang
LEAD-01643,Zenith Analytics,Telecommunications,LinkedIn Campaign,8000.0,75.7,Proposal Sent,2026-08-17,Priya Patel
LEAD-01644,Aegis Digital,SaaS & Cloud Software,Organic Search,12000.0,45.2,Lost,2025-12-29,Alex Rivera
LEAD-01645,Omni Labs,Media & Entertainment,Organic Search,25000.0,21.8,Lost,2026-01-07,Emily Watson
LEAD-01646,Omni Enterprises,Professional Services & Consulting,Referral,35000.0,68.3,Won,2025-12-06,Sarah Jenkins
LEAD-01647,Quantum Logistics,Professional Services & Consulting,Partner Channel,12000.0,44.5,Lost,2025-10-31,David Kim
LEAD-01648,Omni Innovations,Professional Services & Consulting,Organic Search,12000.0,39.8,New,2026-07-05,Michael Chang
LEAD-01649,Aegis Partners,Telecommunications,Webinar,20000.0,89.9,Qualified,2026-03-21,Alex Rivera
LEAD-01650,Synapse Partners,Financial Services & FinTech,LinkedIn Campaign,20000.0,77.4,Contacted,2026-05-05,David Kim
LEAD-01651,Quantum Enterprises,SaaS & Cloud Software,Referral,35000.0,78.9,Qualified,2026-04-25,David Kim
LEAD-01652,Velocity Global,Retail & E-Commerce,Webinar,45000.0,95.0,Qualified,2026-07-25,Priya Patel
LEAD-01653,Catalyst Digital,Media & Entertainment,Referral,15000.0,77.6,Won,2026-06-23,Emily Watson
LEAD-01654,Vertex Analytics,SaaS & Cloud Software,Webinar,8000.0,78.7,Contacted,2025-11-08,David Kim
LEAD-01655,Meridian Labs,Healthcare & Life Sciences,LinkedIn Campaign,8000.0,62.6,Qualified,2025-09-08,Alex Rivera
LEAD-01656,Nexus Partners,Healthcare & Life Sciences,Partner Channel,25000.0,50.2,New,2026-06-18,Michael Chang
LEAD-01657,Catalyst Innovations,Retail & E-Commerce,LinkedIn Campaign,8000.0,49.3,Qualified,2026-08-08,David Kim
LEAD-01658,CoreTech Analytics,Healthcare & Life Sciences,LinkedIn Campaign,8000.0,87.1,Qualified,2026-02-14,Sarah Jenkins
LEAD-01659,Omni Dynamics,Retail & E-Commerce,Organic Search,12000.0,48.4,Qualified,2025-12-19,David Kim
LEAD-01660,Stratosphere Health,Retail & E-Commerce,Referral,120000.0,82.6,Won,2026-05-08,Priya Patel
LEAD-01661,Acro Innovations,Media & Entertainment,Webinar,20000.0,51.5,Proposal Sent,2026-06-28,Alex Rivera
LEAD-01662,Nexus Capital,Telecommunications,Referral,120000.0,99.0,Won,2026-01-16,Priya Patel
LEAD-01663,Hyperion Logistics,Telecommunications,Partner Channel,12000.0,49.7,New,2025-12-06,Michael Chang
LEAD-01664,Omni Global,Professional Services & Consulting,Cold Outreach,12000.0,54.0,Contacted,2025-09-22,Michael Chang
LEAD-01665,Vertex Analytics,Manufacturing & Industrial,LinkedIn Campaign,8000.0,70.6,Qualified,2026-07-27,Alex Rivera
LEAD-01666,Vanguard Enterprises,Healthcare & Life Sciences,Inbound Demo Request,60000.0,70.2,Negotiation,2025-11-11,Alex Rivera
LEAD-01667,Solstice Dynamics,Manufacturing & Industrial,Partner Channel,5000.0,49.9,Lost,2026-08-11,David Kim
LEAD-01668,Hyperion Innovations,Telecommunications,Organic Search,5000.0,51.7,New,2026-01-29,David Kim
LEAD-01669,Omni Global,Telecommunications,Cold Outreach,25000.0,33.4,Contacted,2026-08-16,Priya Patel
LEAD-01670,Stratosphere Analytics,Telecommunications,Inbound Demo Request,35000.0,64.0,Won,2026-08-18,David Kim
LEAD-01671,Hyperion Capital,Media & Entertainment,Organic Search,12000.0,48.9,Contacted,2026-05-11,Priya Patel
LEAD-01672,Hyperion Logistics,Professional Services & Consulting,Partner Channel,5000.0,36.7,Contacted,2026-06-01,Michael Chang
LEAD-01673,Stratosphere Analytics,Manufacturing & Industrial,Inbound Demo Request,15000.0,69.1,Won,2026-04-20,Michael Chang
LEAD-01674,Cognitive Logistics,Financial Services & FinTech,Cold Outreach,5000.0,26.4,Qualified,2026-05-07,David Kim
LEAD-01675,Vertex Innovations,SaaS & Cloud Software,Partner Channel,5000.0,44.7,New,2026-02-14,Michael Chang
LEAD-01676,Cognitive Logistics,Retail & E-Commerce,LinkedIn Campaign,8000.0,84.2,Qualified,2026-08-13,Emily Watson
LEAD-01677,Velocity Global,Healthcare & Life Sciences,LinkedIn Campaign,20000.0,52.0,Contacted,2026-02-18,Alex Rivera
LEAD-01678,Horizon Analytics,Healthcare & Life Sciences,Organic Search,5000.0,54.3,New,2026-06-12,David Kim
LEAD-01679,Horizon Global,Manufacturing & Industrial,Organic Search,5000.0,37.2,Lost,2026-08-20,Priya Patel
LEAD-01680,Cognitive Dynamics,Healthcare & Life Sciences,Referral,60000.0,69.1,Won,2026-04-19,Emily Watson
LEAD-01681,Cognitive Systems,Manufacturing & Industrial,LinkedIn Campaign,45000.0,73.5,Proposal Sent,2025-11-20,Michael Chang
LEAD-01682,Aura Logistics,Manufacturing & Industrial,LinkedIn Campaign,20000.0,74.6,Lost,2025-12-16,Sarah Jenkins
LEAD-01683,Omni Systems,Healthcare & Life Sciences,Cold Outreach,5000.0,44.4,New,2025-12-19,Emily Watson
LEAD-01684,Elevate Digital,Professional Services & Consulting,Webinar,45000.0,80.5,Contacted,2026-05-18,Emily Watson
LEAD-01685,Pinnacle Capital,Healthcare & Life Sciences,Organic Search,12000.0,14.0,New,2026-08-28,Sarah Jenkins
LEAD-01686,Elevate Digital,Financial Services & FinTech,Partner Channel,5000.0,34.8,New,2026-01-31,Michael Chang
LEAD-01687,Velocity Labs,Financial Services & FinTech,Webinar,20000.0,68.1,Won,2026-04-06,Alex Rivera
LEAD-01688,Cognitive Innovations,Retail & E-Commerce,LinkedIn Campaign,20000.0,77.0,Contacted,2026-07-02,Sarah Jenkins
LEAD-01689,Vanguard Enterprises,Manufacturing & Industrial,Cold Outreach,5000.0,58.7,Lost,2025-10-09,Sarah Jenkins
LEAD-01690,Cognitive Labs,Healthcare & Life Sciences,LinkedIn Campaign,20000.0,71.9,Proposal Sent,2026-08-30,Priya Patel
LEAD-01691,Prism Health,Healthcare & Life Sciences,Partner Channel,5000.0,9.6,Contacted,2025-10-18,David Kim
LEAD-01692,Solstice Dynamics,Financial Services & FinTech,LinkedIn Campaign,8000.0,59.4,Qualified,2026-07-18,Michael Chang
LEAD-01693,Starlight Enterprises,Retail & E-Commerce,Organic Search,5000.0,56.2,New,2026-05-06,David Kim
LEAD-01694,Velocity Capital,Telecommunications,LinkedIn Campaign,8000.0,46.5,Contacted,2026-04-11,Alex Rivera
LEAD-01695,Cognitive Dynamics,Financial Services & FinTech,Referral,60000.0,70.6,Negotiation,2025-10-20,Alex Rivera
LEAD-01696,Quantum Health,Telecommunications,Referral,35000.0,68.0,Won,2025-09-23,David Kim
LEAD-01697,Acro Dynamics,SaaS & Cloud Software,Referral,120000.0,61.0,Won,2026-07-04,Sarah Jenkins
LEAD-01698,Apex Dynamics,Healthcare & Life Sciences,LinkedIn Campaign,8000.0,42.8,Qualified,2025-12-31,Sarah Jenkins
LEAD-01699,Horizon Dynamics,Healthcare & Life Sciences,Inbound Demo Request,60000.0,83.4,Won,2026-01-27,David Kim
LEAD-01700,Apex Health,Retail & E-Commerce,Organic Search,5000.0,44.4,Qualified,2025-11-15,Emily Watson
LEAD-01701,CoreTech Analytics,Professional Services & Consulting,Referral,35000.0,69.7,Won,2026-03-31,Emily Watson
LEAD-01702,Catalyst Technologies,Retail & E-Commerce,LinkedIn Campaign,20000.0,59.6,Qualified,2026-08-09,Sarah Jenkins
LEAD-01703,Zenith Dynamics,Healthcare & Life Sciences,Organic Search,5000.0,53.5,Contacted,2025-10-10,Emily Watson
LEAD-01704,Quantum Enterprises,Financial Services & FinTech,Referral,15000.0,66.0,Lost,2026-03-11,Emily Watson
LEAD-01705,Meridian Systems,Telecommunications,Inbound Demo Request,35000.0,69.8,Qualified,2025-10-16,Michael Chang
LEAD-01706,Aegis Technologies,Telecommunications,LinkedIn Campaign,20000.0,77.8,Contacted,2025-10-10,Emily Watson
LEAD-01707,Vertex Enterprises,Telecommunications,Cold Outreach,5000.0,19.0,Lost,2025-12-15,Priya Patel
LEAD-01708,Quantum Solutions,Media & Entertainment,Cold Outreach,5000.0,54.7,Contacted,2026-05-18,Emily Watson
LEAD-01709,Beacon Digital,Telecommunications,Partner Channel,5000.0,40.4,New,2026-03-19,Alex Rivera
LEAD-01710,Elevate Solutions,Financial Services & FinTech,Referral,120000.0,83.9,Proposal Sent,2026-02-28,David Kim
LEAD-01711,Horizon Labs,Manufacturing & Industrial,Inbound Demo Request,35000.0,89.9,Proposal Sent,2026-06-07,Priya Patel
LEAD-01712,Elevate Partners,Media & Entertainment,Cold Outreach,5000.0,60.0,Qualified,2025-09-22,Priya Patel
LEAD-01713,Stratosphere Health,Professional Services & Consulting,Webinar,20000.0,57.1,Proposal Sent,2026-06-20,Emily Watson
LEAD-01714,Stratosphere Digital,Telecommunications,LinkedIn Campaign,20000.0,94.6,Won,2026-08-12,Michael Chang
LEAD-01715,Quantum Systems,SaaS & Cloud Software,Inbound Demo Request,60000.0,60.1,Won,2026-06-03,Michael Chang
LEAD-01716,Starlight Innovations,SaaS & Cloud Software,Organic Search,5000.0,38.2,Lost,2025-10-07,Emily Watson
LEAD-01717,Omni Digital,Retail & E-Commerce,Webinar,20000.0,46.7,Qualified,2026-06-03,Michael Chang
LEAD-01718,Stratosphere Capital,Manufacturing & Industrial,Cold Outreach,5000.0,30.7,Lost,2026-04-11,Emily Watson
LEAD-01719,Vanguard Health,SaaS & Cloud Software,Cold Outreach,5000.0,30.2,Contacted,2026-05-28,Priya Patel
LEAD-01720,Zenith Technologies,Media & Entertainment,Referral,35000.0,88.6,Won,2026-01-13,Priya Patel
LEAD-01721,Stratosphere Global,Professional Services & Consulting,Cold Outreach,5000.0,33.4,Lost,2025-11-02,Priya Patel
LEAD-01722,Cognitive Solutions,SaaS & Cloud Software,LinkedIn Campaign,8000.0,39.6,Qualified,2025-12-31,Sarah Jenkins
LEAD-01723,Solstice Systems,Professional Services & Consulting,Cold Outreach,25000.0,55.0,Lost,2026-01-05,Michael Chang
LEAD-01724,Omni Health,Telecommunications,Cold Outreach,5000.0,50.8,Lost,2026-04-12,David Kim
LEAD-01725,Zenith Enterprises,Retail & E-Commerce,LinkedIn Campaign,20000.0,80.8,Qualified,2025-11-06,Sarah Jenkins
LEAD-01726,Apex Analytics,Healthcare & Life Sciences,Cold Outreach,25000.0,18.7,Qualified,2026-06-13,Alex Rivera
LEAD-01727,Starlight Innovations,Professional Services & Consulting,Organic Search,5000.0,65.3,Contacted,2026-06-15,Sarah Jenkins
LEAD-01728,Nexus Analytics,Healthcare & Life Sciences,Organic Search,5000.0,31.2,Qualified,2025-10-19,Priya Patel
LEAD-01729,Omni Logistics,Professional Services & Consulting,LinkedIn Campaign,20000.0,63.7,Contacted,2026-03-27,Sarah Jenkins
LEAD-01730,Synapse Analytics,Healthcare & Life Sciences,Inbound Demo Request,120000.0,75.2,Negotiation,2026-08-17,Priya Patel
LEAD-01731,Cognitive Dynamics,Financial Services & FinTech,Organic Search,5000.0,30.8,Contacted,2026-02-09,Emily Watson
LEAD-01732,Beacon Dynamics,Healthcare & Life Sciences,Partner Channel,5000.0,64.7,Contacted,2026-07-29,David Kim
LEAD-01733,Aura Capital,Healthcare & Life Sciences,Inbound Demo Request,35000.0,72.8,Negotiation,2025-12-05,Michael Chang
LEAD-01734,Synapse Capital,SaaS & Cloud Software,Webinar,45000.0,76.6,Qualified,2026-02-02,Sarah Jenkins
LEAD-01735,Velocity Labs,SaaS & Cloud Software,Cold Outreach,12000.0,17.2,New,2025-12-16,Priya Patel
LEAD-01736,Starlight Capital,Retail & E-Commerce,Cold Outreach,12000.0,53.0,Lost,2026-03-25,Emily Watson
LEAD-01737,Quantum Analytics,Professional Services & Consulting,Partner Channel,5000.0,38.6,New,2025-10-16,Alex Rivera
LEAD-01738,Pinnacle Innovations,Manufacturing & Industrial,Partner Channel,25000.0,71.8,Contacted,2026-08-21,Priya Patel
LEAD-01739,Velocity Labs,Media & Entertainment,Inbound Demo Request,15000.0,79.6,Proposal Sent,2026-07-08,David Kim
LEAD-01740,Horizon Labs,Professional Services & Consulting,Partner Channel,5000.0,56.4,Qualified,2026-08-09,David Kim
LEAD-01741,Velocity Digital,Healthcare & Life Sciences,Partner Channel,5000.0,51.6,Contacted,2025-12-04,Sarah Jenkins
LEAD-01742,Solstice Capital,Telecommunications,LinkedIn Campaign,20000.0,88.2,Lost,2026-06-24,Emily Watson
LEAD-01743,Hyperion Analytics,Financial Services & FinTech,Partner Channel,25000.0,39.4,New,2026-02-10,Michael Chang
LEAD-01744,Apex Logistics,Financial Services & FinTech,Organic Search,12000.0,45.3,New,2026-02-09,Emily Watson
LEAD-01745,Vanguard Innovations,SaaS & Cloud Software,Partner Channel,12000.0,76.7,Qualified,2025-09-24,Sarah Jenkins
LEAD-01746,Catalyst Logistics,Media & Entertainment,Partner Channel,5000.0,50.2,New,2026-08-20,Sarah Jenkins
LEAD-01747,Pinnacle Systems,Manufacturing & Industrial,Inbound Demo Request,60000.0,57.8,Qualified,2025-10-09,David Kim
LEAD-01748,Synapse Logistics,Healthcare & Life Sciences,Partner Channel,12000.0,28.8,New,2026-08-23,David Kim
LEAD-01749,Vertex Solutions,Telecommunications,Webinar,45000.0,49.8,Won,2026-01-29,Michael Chang
LEAD-01750,Zenith Systems,SaaS & Cloud Software,Inbound Demo Request,15000.0,77.4,Lost,2025-12-14,Sarah Jenkins
LEAD-01751,Vertex Digital,SaaS & Cloud Software,Inbound Demo Request,60000.0,67.4,Lost,2026-07-25,Priya Patel
LEAD-01752,CoreTech Systems,Telecommunications,Organic Search,25000.0,55.9,New,2026-01-24,Sarah Jenkins
LEAD-01753,Stratosphere Partners,SaaS & Cloud Software,LinkedIn Campaign,8000.0,59.0,Won,2026-08-20,Priya Patel
LEAD-01754,Starlight Global,Telecommunications,Inbound Demo Request,60000.0,75.1,Qualified,2025-10-26,Michael Chang
LEAD-01755,Velocity Innovations,Media & Entertainment,Organic Search,5000.0,45.4,Contacted,2025-09-12,Sarah Jenkins
LEAD-01756,Horizon Enterprises,Healthcare & Life Sciences,Webinar,20000.0,44.1,Qualified,2026-06-24,David Kim
LEAD-01757,Starlight Logistics,Financial Services & FinTech,Organic Search,5000.0,63.4,New,2026-07-04,David Kim
LEAD-01758,Apex Technologies,Telecommunications,LinkedIn Campaign,8000.0,70.3,Qualified,2026-05-21,Emily Watson
LEAD-01759,Vanguard Labs,Healthcare & Life Sciences,Webinar,8000.0,41.3,Qualified,2026-07-21,Michael Chang
LEAD-01760,Horizon Solutions,Telecommunications,Referral,35000.0,66.1,Proposal Sent,2025-10-31,Alex Rivera
LEAD-01761,Hyperion Systems,Media & Entertainment,Inbound Demo Request,15000.0,74.7,Won,2026-06-22,Emily Watson
LEAD-01762,Cognitive Logistics,Retail & E-Commerce,Organic Search,25000.0,43.7,Contacted,2026-07-10,Sarah Jenkins
LEAD-01763,Catalyst Labs,Retail & E-Commerce,Inbound Demo Request,35000.0,99.0,Proposal Sent,2026-02-26,David Kim
LEAD-01764,Catalyst Dynamics,Healthcare & Life Sciences,Webinar,45000.0,67.1,Qualified,2025-10-18,Michael Chang
LEAD-01765,Velocity Digital,Telecommunications,LinkedIn Campaign,8000.0,47.0,Qualified,2025-09-27,David Kim
LEAD-01766,Velocity Enterprises,Healthcare & Life Sciences,Webinar,8000.0,51.4,Won,2025-09-23,Sarah Jenkins
LEAD-01767,Catalyst Logistics,Professional Services & Consulting,Partner Channel,5000.0,38.0,Lost,2026-07-07,Alex Rivera
LEAD-01768,Meridian Analytics,Professional Services & Consulting,Cold Outreach,5000.0,51.9,Contacted,2025-09-27,Sarah Jenkins
LEAD-01769,Vanguard Technologies,Manufacturing & Industrial,Inbound Demo Request,15000.0,85.1,Negotiation,2026-07-19,Emily Watson
LEAD-01770,Vanguard Dynamics,Media & Entertainment,Cold Outreach,5000.0,51.2,Qualified,2026-06-17,Alex Rivera
LEAD-01771,Cognitive Labs,Financial Services & FinTech,Inbound Demo Request,15000.0,72.9,Proposal Sent,2026-04-12,Michael Chang
LEAD-01772,Nexus Labs,Healthcare & Life Sciences,Inbound Demo Request,35000.0,74.8,Won,2026-05-10,Alex Rivera
LEAD-01773,Pinnacle Partners,SaaS & Cloud Software,Partner Channel,12000.0,25.6,Contacted,2026-06-24,Sarah Jenkins
LEAD-01774,Prism Labs,Telecommunications,Inbound Demo Request,60000.0,93.5,Won,2026-02-04,Priya Patel
LEAD-01775,Starlight Systems,Professional Services & Consulting,Organic Search,12000.0,53.5,New,2026-05-26,Sarah Jenkins
LEAD-01776,Beacon Logistics,Telecommunications,LinkedIn Campaign,8000.0,57.2,Qualified,2026-01-23,Priya Patel
LEAD-01777,Velocity Innovations,Retail & E-Commerce,Referral,35000.0,99.0,Won,2025-10-22,Emily Watson
LEAD-01778,Cognitive Solutions,Manufacturing & Industrial,Cold Outreach,12000.0,13.8,Contacted,2025-11-14,Priya Patel
LEAD-01779,Acro Technologies,Professional Services & Consulting,LinkedIn Campaign,8000.0,41.8,Won,2026-02-13,Priya Patel
LEAD-01780,Quantum Solutions,Manufacturing & Industrial,Cold Outreach,5000.0,34.2,Contacted,2026-03-27,Alex Rivera
LEAD-01781,Acro Logistics,Healthcare & Life Sciences,Cold Outreach,12000.0,64.3,Contacted,2026-01-28,Alex Rivera
LEAD-01782,Aegis Global,Telecommunications,Webinar,20000.0,71.3,Contacted,2025-10-25,Priya Patel
LEAD-01783,Aegis Analytics,Manufacturing & Industrial,Webinar,8000.0,75.4,Contacted,2026-04-14,Priya Patel
LEAD-01784,Vertex Labs,Telecommunications,Partner Channel,25000.0,32.4,Lost,2026-07-07,Michael Chang
LEAD-01785,Prism Innovations,Telecommunications,Organic Search,12000.0,28.6,Contacted,2025-10-27,Michael Chang
LEAD-01786,Hyperion Technologies,Financial Services & FinTech,Webinar,20000.0,67.7,Proposal Sent,2026-02-11,Alex Rivera
LEAD-01787,Synapse Technologies,Professional Services & Consulting,LinkedIn Campaign,20000.0,65.5,Proposal Sent,2026-02-03,Priya Patel
LEAD-01788,Stratosphere Analytics,Financial Services & FinTech,Inbound Demo Request,35000.0,77.2,Won,2026-07-18,David Kim
LEAD-01789,Omni Technologies,Healthcare & Life Sciences,Inbound Demo Request,35000.0,95.8,Won,2026-01-28,Sarah Jenkins
LEAD-01790,Meridian Solutions,Healthcare & Life Sciences,LinkedIn Campaign,8000.0,57.4,Contacted,2026-01-30,Emily Watson
LEAD-01791,Meridian Solutions,Financial Services & FinTech,Referral,60000.0,49.6,Won,2025-11-02,Sarah Jenkins
